Nome,Descricao,Estrelas,Forks,Ultima_Atualizacao,Linguagem_Principal,URL
rerast,A tool for transforming Rust code using rules,713,33,2025-05-28T14:05:13Z,Rust,https://github.com/google/rerast
rescue-tools-reiserfs,,5,4,2024-10-25T12:12:26Z,Python,https://github.com/google/rescue-tools-reiserfs
resolver-library,Automatically exported from code.google.com/p/resolver-library,7,10,2023-03-29T17:10:41Z,Python,https://github.com/google/resolver-library
responsible-innovation,,9,1,2024-10-25T12:03:38Z,Jupyter Notebook,https://github.com/google/responsible-innovation
responsive-search-ads-builder,,7,5,2024-10-25T12:20:12Z,JavaScript,https://github.com/google/responsive-search-ads-builder
restor,Restor is a user-friendly application to (mass) image macOS computers from a single source,227,27,2025-03-13T08:20:50Z,Objective-C,https://github.com/google/restor
resultstoreui,,12,12,2024-10-25T11:28:58Z,Python,https://github.com/google/resultstoreui
resumable-assert,Assert replacement to continue execution in debugger,177,11,2024-10-25T12:11:50Z,C,https://github.com/google/resumable-assert
retiming,"Code for ""Layered Neural Rendering for Retiming People in Video.""",176,22,2025-04-10T02:22:35Z,Python,https://github.com/google/retiming
retrieval-qa-eval,,42,11,2024-10-25T12:23:58Z,Python,https://github.com/google/retrieval-qa-eval
retriever_parsing,,9,5,2024-10-25T12:13:03Z,Python,https://github.com/google/retriever_parsing
retrofit,"Type-safe REST client for Android and Java by Square, Inc.",43,18,2024-02-26T10:47:53Z,Java,https://github.com/google/retrofit
revisiting-self-supervised,,351,40,2025-06-17T10:38:52Z,Python,https://github.com/google/revisiting-self-supervised
rfmt,R source code formatter,86,14,2025-06-10T10:54:59Z,Python,https://github.com/google/rfmt
rich-test-results,Understand a test failure,55,21,2024-10-25T12:11:08Z,Java,https://github.com/google/rich-test-results
riegeli,"Riegeli/records is a file format for storing a sequence of string records, typically serialized protocol buffers.",444,55,2025-06-25T12:57:08Z,C++,https://github.com/google/riegeli
ringdroid,,847,263,2025-04-08T09:42:50Z,Java,https://github.com/google/ringdroid
ringli,,10,5,2024-10-25T11:40:48Z,C++,https://github.com/google/ringli
ripunzip,,226,26,2025-06-21T11:07:46Z,Rust,https://github.com/google/ripunzip
river,,4,0,2023-03-29T17:10:46Z,,https://github.com/google/river
robotstxt,The repository contains Google's robots.txt parser and matcher as a C++ library (compliant to C++11).,3413,241,2025-06-21T21:01:41Z,C++,https://github.com/google/robotstxt
robotstxt-java,,46,21,2025-05-28T02:45:30Z,Java,https://github.com/google/robotstxt-java
robotstxt-spec-test,,23,8,2024-10-25T11:20:50Z,Java,https://github.com/google/robotstxt-spec-test
roman-word-bubbling,,6,7,2024-10-25T12:16:54Z,CSS,https://github.com/google/roman-word-bubbling
rootcanal,,27,7,2025-04-29T14:17:51Z,C++,https://github.com/google/rootcanal
roughtime,Implemenation of the Roughtime protocol described in https://datatracker.ietf.org/doc/html/draft-ietf-ntp-roughtime,11,0,2023-12-08T16:01:18Z,,https://github.com/google/roughtime
rowhammer-test,Test DRAM for bit flips caused by the rowhammer problem,974,197,2025-06-20T05:57:04Z,C++,https://github.com/google/rowhammer-test
rpki-mgmt,,6,12,2023-03-29T17:10:48Z,Puppet,https://github.com/google/rpki-mgmt
rpmpack,rpmpack (tar2rpm) - package rpms in pure golang or cli,125,32,2025-06-02T19:20:33Z,Go,https://github.com/google/rpmpack
rrg,A Rust rewrite of the GRR agent.,53,26,2025-06-24T16:26:13Z,Rust,https://github.com/google/rrg
rtb_creative_filtering_report,,4,0,2024-06-12T11:57:02Z,TypeScript,https://github.com/google/rtb_creative_filtering_report
rtb_troubleshooting_connector,,2,2,2024-10-25T12:10:45Z,JavaScript,https://github.com/google/rtb_troubleshooting_connector
rtc-video-quality,Compare (Real-Time) Video Codec Performance,116,37,2025-06-01T05:00:44Z,Python,https://github.com/google/rtc-video-quality
rttcp,,33,16,2025-05-09T16:22:53Z,Python,https://github.com/google/rttcp
rubik,Improve Merchant Center at Scale,29,2,2025-01-17T13:03:34Z,Python,https://github.com/google/rubik
ruby-openid-apps-discovery,,38,23,2024-12-19T11:06:14Z,Ruby,https://github.com/google/ruby-openid-apps-discovery
rune,Rune is a programming language developed to test ideas for improving security and efficiency.,1928,46,2025-06-15T16:32:42Z,C,https://github.com/google/rune
rust-async-coap,"A flexible, asynchronous library for using and serving CoAP resources in Rust.",51,12,2024-10-25T12:05:16Z,Rust,https://github.com/google/rust-async-coap
rust-crate-audits,,251,11,2025-06-24T21:58:04Z,,https://github.com/google/rust-crate-audits
rust-deadlock-avoidance,,43,3,2025-04-25T16:47:00Z,Rust,https://github.com/google/rust-deadlock-avoidance
rust-derive-fuzztest,"Proc macros that generates both a fuzz target for use with cargo fuzz, and a property test",11,2,2025-03-28T16:56:50Z,Rust,https://github.com/google/rust-derive-fuzztest
rust-design-faq,,18,5,2024-07-25T11:21:47Z,,https://github.com/google/rust-design-faq
rust-multihash,,62,10,2025-01-05T15:43:48Z,Rust,https://github.com/google/rust-multihash
rust-p9,,38,7,2025-05-07T23:56:33Z,Rust,https://github.com/google/rust-p9
rust-scudo,,56,9,2025-06-13T04:32:05Z,Rust,https://github.com/google/rust-scudo
rust-shell,Helper library for std::process::Command to write shell script like tasks in rust,224,19,2025-02-19T10:32:04Z,Rust,https://github.com/google/rust-shell
rustcxx,rustcxx: Using C++ from Rust made easy,508,22,2025-02-17T14:22:07Z,Rust,https://github.com/google/rustcxx
rust_icu,rust_icu: rust bindings for ICU (International Components for Unicode) library,121,29,2025-04-05T04:52:48Z,Rust,https://github.com/google/rust_icu
ruy,,311,89,2025-06-23T23:25:00Z,C++,https://github.com/google/ruy
rxcppuniq,,13,6,2024-10-25T12:24:09Z,C++,https://github.com/google/rxcppuniq
rysim,RySim is a set of implementations of a simple SEIR simulation system,7,14,2023-03-29T17:10:53Z,Erlang,https://github.com/google/rysim
s2-geometry-library-java,Automatically exported from code.google.com/p/s2-geometry-library-java,565,231,2025-06-19T05:38:24Z,Java,https://github.com/google/s2-geometry-library-java
s2a-go,,23,8,2025-04-09T20:35:08Z,Go,https://github.com/google/s2a-go
s2a-proto,,0,3,2025-04-04T20:05:01Z,,https://github.com/google/s2a-proto
s2geometry,Computational geometry and spatial indexing on the sphere,2468,331,2025-06-23T17:45:30Z,C++,https://github.com/google/s2geometry
sa360-bidbyweather,,5,5,2024-10-25T12:23:31Z,JavaScript,https://github.com/google/sa360-bidbyweather
sa360-bigquery-bootstrapper,,6,4,2025-05-11T22:52:03Z,Python,https://github.com/google/sa360-bigquery-bootstrapper
sa360-bulk-editor,,5,5,2024-10-25T12:29:27Z,JavaScript,https://github.com/google/sa360-bulk-editor
sa360-flightsfeed,Generate SA360 compatible feeds for airlines on BigQuery  :rocket:,13,7,2024-10-25T12:29:44Z,JavaScript,https://github.com/google/sa360-flightsfeed
sa360-webquery-bigquery,Tool to import Search Ads 360 Webquery report into BigQuery,15,12,2023-12-21T18:55:31Z,Java,https://github.com/google/sa360-webquery-bigquery
safe-active-record,Security middleware to defend against SQL injection in Active Record.,17,3,2024-12-17T07:59:38Z,Ruby,https://github.com/google/safe-active-record
safe-html-types,Security contract types,60,11,2024-11-22T06:42:14Z,Java,https://github.com/google/safe-html-types
safe-mmio,A Rust library crate with types for safe MMIO device access,3,3,2025-06-23T09:31:19Z,Rust,https://github.com/google/safe-mmio
safearchive,,62,2,2025-01-14T06:38:27Z,Go,https://github.com/google/safearchive
safebrowsing,Safe Browsing API Go Client,482,134,2025-06-11T11:59:01Z,Go,https://github.com/google/safebrowsing
safehtml,Safe HTML for Go,369,22,2025-06-18T20:07:18Z,Go,https://github.com/google/safehtml
Safelight,Safelight is a web application that aids in developing Halide programs. It currently works for x86-64 Linux and Mac OS machines running the PNaCl binary distribution of Halide.,22,6,2024-10-25T12:28:36Z,JavaScript,https://github.com/google/Safelight
safeopen,,102,4,2025-05-10T22:28:34Z,Go,https://github.com/google/safeopen
safeside,Understand and mitigate software-observable side-channels,501,54,2025-05-26T07:16:32Z,C++,https://github.com/google/safeside
safetext,,150,6,2025-01-14T06:39:34Z,Go,https://github.com/google/safetext
safety-web,,21,1,2025-05-30T04:51:37Z,TypeScript,https://github.com/google/safety-web
safevalues,,124,14,2025-06-24T09:45:54Z,TypeScript,https://github.com/google/safevalues
safevarargs,,7,13,2024-10-25T12:31:42Z,,https://github.com/google/safevarargs
sagetv,SageTV is a cross-platform networked DVR and media management system,273,171,2025-06-19T11:07:12Z,Java,https://github.com/google/sagetv
saka,,6,2,2023-04-18T11:44:10Z,Python,https://github.com/google/saka
samba-documents-provider,Access network file shares directly from the Android Downloads/Files app,661,127,2025-06-16T08:21:52Z,Java,https://github.com/google/samba-documents-provider
sample-sql-translator,,52,15,2024-12-05T07:18:16Z,Python,https://github.com/google/sample-sql-translator
samurai,SAMURAI: Shape And Material from Unconstrained Real-world Arbitrary Image collections - NeurIPS2022,120,12,2025-05-11T22:02:46Z,Python,https://github.com/google/samurai
sandboxed-api,Generate sandboxes for C/C++ libraries automatically,1697,192,2025-06-24T15:09:29Z,C++,https://github.com/google/sandboxed-api
sandwiched_compression,Sandwiched Compression: Repurposing Standard Codecs  with Neural Network Wrappers,39,10,2025-06-11T08:55:43Z,Jupyter Notebook,https://github.com/google/sandwiched_compression
sanitizers,"AddressSanitizer, ThreadSanitizer, MemorySanitizer",11982,1069,2025-06-25T08:39:07Z,C,https://github.com/google/sanitizers
santa,A binary authorization and monitoring system for macOS,4502,297,2025-06-24T07:43:57Z,Objective-C++,https://github.com/google/santa
santa-tracker-android,Ho Ho Ho,2076,396,2025-06-23T19:51:14Z,Java,https://github.com/google/santa-tracker-android
santa-tracker-web,"The source code to Santa Tracker's website, by Google",636,157,2025-06-07T18:26:56Z,JavaScript,https://github.com/google/santa-tracker-web
sass_generator,,4,0,2023-03-29T17:11:01Z,,https://github.com/google/sass_generator
sawbuck,Automatically exported from code.google.com/p/sawbuck,111,39,2024-12-16T00:28:54Z,C++,https://github.com/google/sawbuck
saxml,,141,31,2025-06-11T23:40:05Z,Python,https://github.com/google/saxml
sbat-rs,Rust tools for working with UEFI SBAT,16,7,2025-06-13T05:03:29Z,Rust,https://github.com/google/sbat-rs
sbom-conformance,,1,3,2025-06-04T16:44:17Z,Go,https://github.com/google/sbom-conformance
sbsim,,69,27,2025-06-23T19:44:02Z,Python,https://github.com/google/sbsim
scaaml,SCAAML: Side Channel Attacks Assisted with Machine Learning,155,49,2025-06-23T08:36:34Z,Python,https://github.com/google/scaaml
scene_lab,Embedded World Editor Library for Game Developers,57,21,2025-05-31T20:47:19Z,C++,https://github.com/google/scene_lab
schedviz,A tool for gathering and visualizing kernel scheduling traces on Linux machines,529,34,2025-05-29T07:14:18Z,Go,https://github.com/google/schedviz
schema-dts,JSON-LD TypeScript types for Schema.org vocabulary,1017,37,2025-06-23T13:56:01Z,TypeScript,https://github.com/google/schema-dts
schemaorg-java,Java utilities for working with Schema.org data in JSON-LD format,72,42,2025-05-29T07:33:30Z,Java,https://github.com/google/schemaorg-java
schemarama,"Schemarama is a project exploring standards-based validation for structured data, especially Schema.org.",140,25,2025-04-10T19:30:42Z,JavaScript,https://github.com/google/schemarama
schism,A self-hosting Scheme to WebAssembly compiler,1270,65,2025-06-05T09:02:44Z,Scheme,https://github.com/google/schism
science-journal-arduino,Science Journal Arduino Firmware,151,65,2025-02-23T05:26:42Z,C,https://github.com/google/science-journal-arduino
scrollytell,tiny mobile-friendly scrollytelling library,64,12,2025-04-01T20:23:12Z,TypeScript,https://github.com/google/scrollytell
sealedcomputing,,8,1,2024-03-13T11:55:23Z,C++,https://github.com/google/sealedcomputing
search-in-apps,,3,0,2025-04-18T19:55:46Z,Swift,https://github.com/google/search-in-apps
search-samples,Sample code for integrating with Search.,548,239,2025-04-04T21:43:03Z,Java,https://github.com/google/search-samples
season-of-docs,Supporting materials for Google's Season of Docs program,577,1045,2025-06-16T08:35:32Z,,https://github.com/google/season-of-docs
seatera,,18,0,2025-03-02T15:07:36Z,Python,https://github.com/google/seatera
sec-gemini,Sec-Gemini v1 is a cutting-edge AI model designed to enhance cybersecurity capabilities and empower defenders in the ongoing battle against cyber threats.,14,2,2025-06-25T14:22:39Z,Svelte,https://github.com/google/sec-gemini
secops-wrapper,A helper SDK to wrap the Google SecOps API for common security use cases,19,14,2025-06-21T19:06:49Z,Python,https://github.com/google/secops-wrapper
secret-manager-with-sendgrid,,10,2,2024-10-25T12:05:27Z,Python,https://github.com/google/secret-manager-with-sendgrid
secrets-gradle-plugin,A Gradle plugin for providing your secrets to your Android project.,1244,113,2025-06-24T21:00:55Z,Kotlin,https://github.com/google/secrets-gradle-plugin
securemessage,,108,41,2025-05-31T17:01:48Z,C++,https://github.com/google/securemessage
security-annotation-tools,,7,5,2025-02-18T03:05:53Z,Kotlin,https://github.com/google/security-annotation-tools
security-crawl-maze,Security Crawl Maze is a comprehensive testbed for web security crawlers. It contains pages representing many ways in which one can link resources from a valid HTML document.,162,40,2025-05-27T02:17:36Z,HTML,https://github.com/google/security-crawl-maze
security-research,This project hosts security advisories and their accompanying proof-of-concepts related to research conducted at Google which impact non-Google owned code.,4071,473,2025-06-25T08:18:52Z,C,https://github.com/google/security-research
security-research-pocs,Proof-of-concept codes created as part of security research done by Google Security Team.,1869,249,2025-06-12T07:25:10Z,C++,https://github.com/google/security-research-pocs
security-testbeds,,40,37,2025-05-20T06:17:54Z,Python,https://github.com/google/security-testbeds
sedpack,Sedpack - Scalable and efficient data packing,8,8,2025-06-23T08:17:31Z,Python,https://github.com/google/sedpack
seesaw,Seesaw v2 is a Linux Virtual Server (LVS) based load balancing platform.,5670,511,2025-06-24T10:35:12Z,Go,https://github.com/google/seesaw
segment,,10,5,2024-02-01T14:13:56Z,Go,https://github.com/google/segment
segy-stack,A library with C++ and Python API to read 3D Post-stack seismic data in SEG-Y format.,25,10,2025-01-23T19:26:54Z,C++,https://github.com/google/segy-stack
self-hosted-rss-to-email,,30,9,2024-12-01T07:36:33Z,Go,https://github.com/google/self-hosted-rss-to-email
self-published-geo,,14,12,2024-10-25T12:18:56Z,Python,https://github.com/google/self-published-geo
selinux-policy-languages,VSCode extension providing syntax highlighting for the SELinux kernel policy language and Common Intermediate Language.,12,2,2025-03-02T16:02:13Z,,https://github.com/google/selinux-policy-languages
semantic-locators,,57,13,2025-04-15T04:42:47Z,JavaScript,https://github.com/google/semantic-locators
sensei,Logistic regression engine for medium-sized data,55,16,2024-03-27T03:16:05Z,C++,https://github.com/google/sensei
sensor-data-collection-library,,45,21,2023-04-17T20:36:02Z,Java,https://github.com/google/sensor-data-collection-library
sentencepiece,Unsupervised text tokenizer for Neural Network-based text generation.,11011,1258,2025-06-25T08:51:42Z,C++,https://github.com/google/sentencepiece
seq2seq,A general-purpose encoder-decoder framework for Tensorflow,5618,1304,2025-06-23T23:26:58Z,Python,https://github.com/google/seq2seq
seqio,"Task-based datasets, preprocessing, and evaluation for sequence models.",582,56,2025-06-24T21:12:12Z,Python,https://github.com/google/seqio
sequence-layers,,29,4,2025-05-21T03:01:50Z,Python,https://github.com/google/sequence-layers
Serberus,,11,0,2025-02-23T16:57:35Z,,https://github.com/google/Serberus
serde_json5,,31,14,2025-06-20T14:58:37Z,Rust,https://github.com/google/serde_json5
serde_json_lenient,,24,8,2025-01-23T02:53:37Z,Rust,https://github.com/google/serde_json_lenient
serialization.dart,A serialization library for Dart.,32,14,2023-07-10T07:24:05Z,Dart,https://github.com/google/serialization.dart
service-worker-detector,This extension detects if a website registers a Service Worker.,182,26,2025-06-25T11:49:05Z,JavaScript,https://github.com/google/service-worker-detector
service_worker.dart,An implementation of service workers in Dart,9,10,2023-10-03T22:38:20Z,Dart,https://github.com/google/service_worker.dart
setfilters,,10,1,2024-10-25T11:31:52Z,Java,https://github.com/google/setfilters
sg2im,"Code for ""Image Generation from Scene Graphs"", Johnson et al, CVPR 2018",1315,233,2025-06-03T08:59:01Z,Python,https://github.com/google/sg2im
sge-monorepo,Open source of the build infrastructure used by Stadia Games & Entertainment,72,10,2025-05-24T02:41:10Z,Go,https://github.com/google/sge-monorepo
sgtm-event-data-filter,An easy to use pre-GA4 event data pattern matching filter for Server-side Google Tag Manager.,23,1,2025-05-10T11:46:04Z,Smarty,https://github.com/google/sgtm-event-data-filter
sgtm-ga4-to-bigquery,,27,5,2025-05-10T11:45:49Z,Smarty,https://github.com/google/sgtm-ga4-to-bigquery
sgtm-migrator,,17,2,2025-06-04T18:44:56Z,TypeScript,https://github.com/google/sgtm-migrator
sha1dc-jni,,5,6,2024-10-25T12:26:15Z,Java,https://github.com/google/sha1dc-jni
shaderc,"A collection of tools, libraries, and tests for Vulkan shader compilation.",1994,390,2025-06-24T21:18:07Z,C++,https://github.com/google/shaderc
shaderc-rs,Rust bindings for the shaderc library.,274,69,2025-06-11T17:19:56Z,Rust,https://github.com/google/shaderc-rs
shadertrap,,11,10,2023-03-29T17:11:17Z,C++,https://github.com/google/shadertrap
shell-encryption,,119,39,2025-04-24T23:08:29Z,C++,https://github.com/google/shell-encryption
shenzhen-go,Experimental visual Go environment,464,43,2025-06-01T20:22:11Z,JavaScript,https://github.com/google/shenzhen-go
sherlock,,7,0,2025-04-22T16:22:47Z,Python,https://github.com/google/sherlock
shifter,Shifter - OpenShift workloads to GKE/Anthos,45,27,2025-06-13T03:53:54Z,Go,https://github.com/google/shifter
shipshape,Program analysis platform,271,34,2025-02-15T03:40:56Z,Go,https://github.com/google/shipshape
shipshape-demo,,4,9,2023-03-29T17:11:19Z,Python,https://github.com/google/shipshape-demo
shlex,Automatically exported from code.google.com/p/go-shlex,186,45,2025-06-15T15:35:07Z,Go,https://github.com/google/shlex
shopping-markup,Data driven insights for retailers.,46,16,2025-06-03T02:42:10Z,Python,https://github.com/google/shopping-markup
shopping_insider,,27,10,2025-06-09T06:44:44Z,Python,https://github.com/google/shopping_insider
shoptimizer,,46,27,2025-03-02T15:08:13Z,Python,https://github.com/google/shoptimizer
shuwa,,142,24,2025-06-11T21:39:14Z,Python,https://github.com/google/shuwa
silifuzz,,405,29,2025-06-13T21:52:37Z,C++,https://github.com/google/silifuzz
simhospital,,703,82,2025-06-18T07:37:49Z,Go,https://github.com/google/simhospital
simple-pedometer,,75,48,2025-04-13T06:26:21Z,Java,https://github.com/google/simple-pedometer
simple-reinforcement-learning,,58,30,2025-03-21T16:06:15Z,Python,https://github.com/google/simple-reinforcement-learning
simplecfg,Simple CFG module for ExtendJ,11,8,2024-01-13T23:54:04Z,Java,https://github.com/google/simplecfg
sirius,sirius,8,0,2025-01-23T10:13:51Z,,https://github.com/google/sirius
site-kit-wp,Site Kit is a one-stop solution for WordPress users to use everything Google has to offer to make them successful on the web.,1316,309,2025-06-25T13:59:12Z,JavaScript,https://github.com/google/site-kit-wp
skia,"Skia is a complete 2D graphic library for drawing Text, Geometries, and Images.",9898,1586,2025-06-25T14:45:35Z,C++,https://github.com/google/skia
skia-buildbot,"Build, Test, and Analysis Tools for Skia Infrastructure",155,74,2025-06-25T15:01:35Z,Go,https://github.com/google/skia-buildbot
skicka,Command-line utility for working with Google Drive. Join the mailing list at https://groups.google.com/forum/#!forum/skicka-users.,1296,117,2025-05-13T12:38:29Z,Go,https://github.com/google/skicka
sky-optimization,Repository and website for Sky Optimization: Semantically aware image processing of skies in low-light photography,55,15,2025-02-19T03:16:48Z,,https://github.com/google/sky-optimization
sky90fd-pdk,,111,12,2025-05-01T09:11:06Z,,https://github.com/google/sky90fd-pdk
skylark,"Skylark in Go: the Skylark configuration language, implemented in Go [MOVED to go.starlark.net]",1186,73,2025-06-22T08:35:43Z,Go,https://github.com/google/skylark
skyline_rl_lab,,6,0,2025-05-30T02:58:20Z,Jupyter Notebook,https://github.com/google/skyline_rl_lab
skywater-pdk,Open source process design kit for usage with SkyWater Technology Foundry's 130nm node.,3186,417,2025-06-25T14:59:08Z,Python,https://github.com/google/skywater-pdk
skywater-pdk-actions,GitHub Actions for usage with Google's 130nm manufacturable PDK for SkyWater Technology found @ https://github.com/google/skywater-pdk,13,9,2025-03-28T13:03:41Z,Python,https://github.com/google/skywater-pdk-actions
skywater-pdk-ip-sky90fd_fd_ip_sram,SRAM build space for SKY90FD provided by SkyWater.,9,0,2024-10-25T12:00:55Z,,https://github.com/google/skywater-pdk-ip-sky90fd_fd_ip_sram
skywater-pdk-libs-sky130_bag3_pr,BAG (BAG AMS Generator) Primitives Library for SKY130,18,6,2025-03-14T10:04:33Z,Python,https://github.com/google/skywater-pdk-libs-sky130_bag3_pr
skywater-pdk-libs-sky130_fd_bd_sram,SRAM build space for SKY130 provided by SkyWater.,22,6,2024-12-20T00:51:24Z,,https://github.com/google/skywater-pdk-libs-sky130_fd_bd_sram
skywater-pdk-libs-sky130_fd_io,IO and periphery cells for SKY130 provided by SkyWater.,11,11,2025-05-08T08:17:38Z,Verilog,https://github.com/google/skywater-pdk-libs-sky130_fd_io
skywater-pdk-libs-sky130_fd_pr,Primitives for SKY130 provided by SkyWater.,26,27,2025-05-15T08:05:02Z,,https://github.com/google/skywater-pdk-libs-sky130_fd_pr
skywater-pdk-libs-sky130_fd_pr_reram,SKY130 ReRAM and examples (SkyWater Provided),38,8,2025-04-14T02:38:15Z,,https://github.com/google/skywater-pdk-libs-sky130_fd_pr_reram
skywater-pdk-libs-sky130_fd_sc_hd,"""High density"" digital standard cells for SKY130 provided by SkyWater.",16,36,2025-03-04T21:53:56Z,Verilog,https://github.com/google/skywater-pdk-libs-sky130_fd_sc_hd
skywater-pdk-libs-sky130_fd_sc_hdll,"""High density, low leakage"" digital standard cells for SKY130 provided by SkyWater.",6,6,2024-10-25T12:12:50Z,Verilog,https://github.com/google/skywater-pdk-libs-sky130_fd_sc_hdll
skywater-pdk-libs-sky130_fd_sc_hs,"""High speed"" digital standard cells for SKY130 provided by SkyWater.",5,5,2024-10-25T12:12:51Z,Verilog,https://github.com/google/skywater-pdk-libs-sky130_fd_sc_hs
skywater-pdk-libs-sky130_fd_sc_hvl,"""High voltage"" digital standard cells for SKY130 provided by SkyWater.",4,5,2024-10-25T12:12:53Z,Verilog,https://github.com/google/skywater-pdk-libs-sky130_fd_sc_hvl
skywater-pdk-libs-sky130_fd_sc_lp,"""Low power"" digital standard cells for SKY130 provided by SkyWater.",6,6,2025-02-05T07:36:36Z,Verilog,https://github.com/google/skywater-pdk-libs-sky130_fd_sc_lp
skywater-pdk-libs-sky130_fd_sc_ls,"""Low speed"" digital standard cells for SKY130 provided by SkyWater.",5,5,2024-10-25T12:12:54Z,Verilog,https://github.com/google/skywater-pdk-libs-sky130_fd_sc_ls
skywater-pdk-libs-sky130_fd_sc_ms,"""Medium speed"" digital standard cells for SKY130 provided by SkyWater.",5,5,2024-10-25T12:12:55Z,Verilog,https://github.com/google/skywater-pdk-libs-sky130_fd_sc_ms
skywater-pdk-libs-sky90fd_fd_io,IO and periphery cells for SKY90FD provided by SkyWater.,4,0,2024-10-25T12:00:56Z,,https://github.com/google/skywater-pdk-libs-sky90fd_fd_io
skywater-pdk-libs-sky90fd_fd_pr,Primitives for SKY90FD provided by SkyWater.,6,0,2024-10-25T12:00:57Z,,https://github.com/google/skywater-pdk-libs-sky90fd_fd_pr
skywater-pdk-libs-sky90fd_fd_sc,Standard cells for SKY90FD provided by SkyWater.,5,0,2024-10-25T12:00:59Z,,https://github.com/google/skywater-pdk-libs-sky90fd_fd_sc
skywater-pdk-libs-sky90fd_osu_sc,Standard cells for SKY90FD provided by Oklahoma State University.,4,0,2024-10-25T12:01:00Z,,https://github.com/google/skywater-pdk-libs-sky90fd_osu_sc
skywater-pdk-sky130-raw-data,Raw data collected about the SKY130 process technology.,57,17,2025-05-29T16:31:46Z,Jupyter Notebook,https://github.com/google/skywater-pdk-sky130-raw-data
skywater-pdks,,8,0,2024-10-31T23:17:53Z,,https://github.com/google/skywater-pdks
slang-gaussian-rasterization,,338,7,2025-06-04T08:42:00Z,Python,https://github.com/google/slang-gaussian-rasterization
sling,SLING - A natural language frame semantics parser,1932,266,2025-06-01T03:14:22Z,C++,https://github.com/google/sling
slo-generator,"SLO Generator computes SLIs, SLOs, Error Budgets and Burn Rates from supported backends, then exports an SLO report to supported targets.",525,84,2025-06-23T18:45:04Z,Python,https://github.com/google/slo-generator
slothfs,,60,11,2025-06-13T03:05:34Z,Go,https://github.com/google/slothfs
slowfs,A FUSE filesystem written in Go to simulate physical media for testing purposes,57,12,2025-05-20T19:58:21Z,Go,https://github.com/google/slowfs
slowjam,SlowJam: latency profiler for Go programs,250,14,2025-04-13T08:14:49Z,HTML,https://github.com/google/slowjam
smali,,285,45,2025-06-24T03:16:23Z,Java,https://github.com/google/smali
smbios-validation-tool,,12,19,2025-04-20T14:48:51Z,Go,https://github.com/google/smbios-validation-tool
smccc,Rust functions and constants for Arm SMCCC and PSCI,6,3,2025-06-17T16:44:17Z,Rust,https://github.com/google/smccc
smilesparser,,13,11,2024-08-13T04:15:46Z,Python,https://github.com/google/smilesparser
snaplayout-for-xmonad,,6,2,2025-01-20T01:23:41Z,Haskell,https://github.com/google/snaplayout-for-xmonad
snappy,A fast compressor/decompressor,6371,1000,2025-06-25T00:04:48Z,C++,https://github.com/google/snappy
snappy-start,Tool for launching a Linux process from a snapshot,450,23,2025-05-27T00:52:09Z,C,https://github.com/google/snappy-start
snippet-uiautomator,Mobly UiAutomator module for using Python code to operate UI actions on an Android device.,41,17,2025-06-13T00:24:28Z,Java,https://github.com/google/snippet-uiautomator
snowflake-to-bq-data-transfer-tool,,3,1,2025-03-15T00:24:37Z,Java,https://github.com/google/snowflake-to-bq-data-transfer-tool
software-product-sprint,,65,68,2025-05-25T11:59:27Z,Java,https://github.com/google/software-product-sprint
sonic-midi,Plays melodies in SonicPi while converting them to MIDI,16,5,2025-05-14T16:46:22Z,Ruby,https://github.com/google/sonic-midi
sonic-p4rt,,3,4,2024-10-25T12:19:10Z,,https://github.com/google/sonic-p4rt
soong_verification,,13,6,2024-10-25T12:18:28Z,Lean,https://github.com/google/soong_verification
sound-checker,,22,9,2025-06-05T08:20:59Z,Kotlin,https://github.com/google/sound-checker
souper,A superoptimizer for LLVM IR,2251,175,2025-06-24T19:51:18Z,C++,https://github.com/google/souper
source_helper.dart,Utilities to help with Dart source code generation.,14,5,2025-06-18T00:07:11Z,Dart,https://github.com/google/source_helper.dart
source_transformer.dart,Patterns for easily re-writing source code,9,4,2023-05-11T10:09:00Z,Dart,https://github.com/google/source_transformer.dart
space,Unified storage framework for the entire machine learning lifecycle,156,8,2025-06-04T23:34:49Z,Python,https://github.com/google/space
sparrowhawk,,209,59,2025-06-20T12:20:05Z,Shell,https://github.com/google/sparrowhawk
spatial-media,Specifications and tools for 360º video and spatial audio.,1938,441,2025-06-25T05:48:59Z,Python,https://github.com/google/spatial-media
spatiotemporal-graphnn-tf,,6,4,2024-10-25T12:15:50Z,Jupyter Notebook,https://github.com/google/spatiotemporal-graphnn-tf
spdm-accelerator-requirement,,2,0,2025-05-10T06:01:17Z,,https://github.com/google/spdm-accelerator-requirement
spdmd,,0,0,2025-04-03T17:08:25Z,C++,https://github.com/google/spdmd
speaker-id,"This repository contains audio samples and supplementary materials accompanying publications by the ""Speaker, Voice and Language"" team at Google.",421,38,2025-06-09T13:25:31Z,Python,https://github.com/google/speaker-id
spectral-density,Hessian spectral density estimation in TF and Jax,123,31,2025-04-04T22:19:07Z,Python,https://github.com/google/spectral-density
speech_intelligibility_index,A Python implementation of the Speech Intelligibility Index,44,2,2025-06-24T13:32:11Z,Python,https://github.com/google/speech_intelligibility_index
speech_style_transfer,,4,4,2024-10-25T12:32:21Z,HTML,https://github.com/google/speech_style_transfer
speed-opportunity-finder,,10,5,2024-10-25T12:16:46Z,Python,https://github.com/google/speed-opportunity-finder
